Unnamed: 0,PassengerId,Survived,Sex,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Family_size,Title_1,Title_2,Title_3,Title_4,Emb_1,Emb_2,Emb_3
305,306,1,1,0.0115,0.2958058998003627,1,0,0,0.3,0,0,1,0,0,0,1
306,307,1,0,0.35,0.2164297877224253,1,0,0,0.0,0,0,0,1,1,0,0
307,308,1,0,0.2125,0.2125586439344078,1,0,0,0.1,1,0,0,0,1,0,0
308,309,0,1,0.375,0.04684488020593,0,1,0,0.1,1,0,0,0,1,0,0
309,310,1,0,0.375,0.1111183980924764,1,0,0,0.0,0,0,0,1,1,0,0
310,311,1,0,0.3,0.1623141917345331,1,0,0,0.0,0,0,0,1,1,0,0
311,312,1,0,0.225,0.5121218935012878,1,0,0,0.4,0,0,0,1,1,0,0
312,313,0,0,0.325,0.0507486202230909,0,1,0,0.2,1,0,0,0,0,0,1
313,314,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
314,315,0,1,0.5375,0.051236587725236,0,1,0,0.2,1,0,0,0,0,0,1
315,316,1,0,0.325,0.0153303774213923,0,0,1,0.0,0,0,0,1,0,0,1
316,317,1,0,0.3,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
317,318,0,1,0.675,0.0273261801201258,0,1,0,0.0,1,0,0,0,0,0,1
318,319,1,0,0.3875,0.3217983671436256,1,0,0,0.2,0,0,0,1,0,0,1
319,320,1,0,0.5,0.2625265161540666,1,0,0,0.2,1,0,0,0,1,0,0
320,321,0,1,0.275,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1
321,322,0,1,0.3375,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
322,323,1,0,0.375,0.0241055946059681,0,1,0,0.0,0,0,0,1,0,1,0
323,324,1,0,0.275,0.0566042302488321,0,1,0,0.2,1,0,0,0,0,0,1
324,325,0,1,0.35,0.1357525590967682,0,0,1,1.0,1,0,0,0,0,0,1
325,326,1,0,0.45,0.2647385704347907,1,0,0,0.0,0,0,0,1,1,0,0
326,327,0,1,0.7625,0.0121747891785203,0,0,1,0.0,1,0,0,0,0,0,1
327,328,1,0,0.45,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
328,329,1,0,0.3875,0.0400621319261131,0,0,1,0.2,1,0,0,0,0,0,1
329,330,1,0,0.2,0.1131678616014859,1,0,0,0.1,0,0,0,1,1,0,0
330,331,1,0,0.35,0.0453809776994947,0,0,1,0.2,0,0,0,1,0,1,0
331,332,0,1,0.56875,0.0556282952445419,1,0,0,0.0,1,0,0,0,0,0,1
332,333,0,1,0.475,0.2995388511917728,1,0,0,0.1,1,0,0,0,0,0,1
333,334,0,1,0.2,0.0351336601544475,0,0,1,0.2,1,0,0,0,0,0,1
334,335,1,0,0.35,0.2608674266467732,1,0,0,0.1,1,0,0,0,0,0,1
335,336,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
336,337,0,1,0.3625,0.1299945425714559,1,0,0,0.1,1,0,0,0,0,0,1
337,338,1,0,0.5125,0.2625265161540666,1,0,0,0.0,0,0,0,1,1,0,0
338,339,1,1,0.5625,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
339,340,0,1,0.5625,0.0692913853046049,1,0,0,0.0,1,0,0,0,0,0,1
340,341,1,1,0.025,0.0507486202230909,0,1,0,0.2,0,0,1,0,0,0,1
341,342,1,0,0.3,0.5133418122566505,1,0,0,0.5,0,0,0,1,0,0,1
342,343,0,1,0.35,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
343,344,0,1,0.3125,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
344,345,0,1,0.45,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
345,346,1,0,0.3,0.0253743101115454,0,1,0,0.0,0,0,0,1,0,0,1
346,347,1,0,0.5,0.0253743101115454,0,1,0,0.0,0,0,0,1,0,0,1
347,348,1,0,0.35,0.0314251071381447,0,0,1,0.1,1,0,0,0,0,0,1
348,349,1,1,0.0375,0.0310347331364286,0,0,1,0.2,0,0,1,0,0,0,1
349,350,0,1,0.525,0.0169080739493278,0,0,1,0.0,1,0,0,0,0,0,1
350,351,0,1,0.2875,0.0180060008291543,0,0,1,0.0,1,0,0,0,0,0,1
351,352,0,1,0.35,0.0683154503003147,1,0,0,0.0,1,0,0,0,0,0,1
352,353,0,1,0.1875,0.0141104586660295,0,0,1,0.2,1,0,0,0,1,0,0
353,354,0,1,0.3125,0.0347432861527314,0,0,1,0.1,1,0,0,0,0,0,1
354,355,0,1,0.35,0.0141022608119935,0,0,1,0.0,1,0,0,0,1,0,0
355,356,0,1,0.35,0.0185427650815139,0,0,1,0.0,1,0,0,0,0,0,1
356,357,1,0,0.275,0.1073528504719231,1,0,0,0.1,0,0,0,1,0,0,1
357,358,0,0,0.475,0.0253743101115454,0,1,0,0.0,0,0,0,1,0,0,1
358,359,1,0,0.35,0.0153791741716068,0,0,1,0.0,0,0,0,1,0,1,0
359,360,1,0,0.35,0.0153791741716068,0,0,1,0.0,0,0,0,1,0,1,0
360,361,0,1,0.5,0.0544571732393937,0,0,1,0.5,1,0,0,0,0,0,1
361,362,0,1,0.3625,0.0541073981338561,0,1,0,0.1,1,0,0,0,1,0,0
362,363,0,0,0.5625,0.0282127194780231,0,0,1,0.1,1,0,0,0,1,0,0
363,364,0,1,0.4375,0.0137606835604919,0,0,1,0.0,1,0,0,0,0,0,1
364,365,0,1,0.35,0.0302539851329965,0,0,1,0.1,1,0,0,0,0,1,0
365,366,0,1,0.375,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1
366,367,1,0,0.75,0.1468782181456766,1,0,0,0.1,1,0,0,0,1,0,0
367,368,1,0,0.35,0.0141104586660295,0,0,1,0.0,1,0,0,0,1,0,0
368,369,1,0,0.35,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0
369,370,1,0,0.3,0.1352645915946231,1,0,0,0.0,0,1,0,0,1,0,0
370,371,1,1,0.3125,0.1082149914547131,1,0,0,0.1,1,0,0,0,1,0,0
371,372,0,1,0.225,0.0126789572017366,0,0,1,0.1,1,0,0,0,0,0,1
372,373,0,1,0.2375,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
373,374,0,1,0.275,0.2647385704347907,1,0,0,0.0,1,0,0,0,1,0,0
374,375,0,0,0.0375,0.0411356604308323,0,0,1,0.4,0,0,0,1,0,0,1
375,376,1,0,0.35,0.16038672010106,1,0,0,0.1,1,0,0,0,1,0,0
376,377,1,0,0.275,0.014151057562208,0,0,1,0.0,0,0,0,1,0,0,1
377,378,0,1,0.3375,0.4128205068147589,1,0,0,0.2,1,0,0,0,1,0,0
378,379,0,1,0.25,0.0078318784094289,0,0,1,0.0,1,0,0,0,1,0,0
379,380,0,1,0.2375,0.0151757893167127,0,0,1,0.0,1,0,0,0,0,0,1
380,381,1,0,0.525,0.4440992237022602,1,0,0,0.0,0,0,0,1,1,0,0
381,382,1,0,0.0125,0.0307257521140704,0,0,1,0.2,0,0,0,1,1,0,0
382,383,0,1,0.4,0.0154685698179998,0,0,1,0.0,1,0,0,0,0,0,1
383,384,1,0,0.4375,0.1014972404461818,1,0,0,0.1,1,0,0,0,0,0,1
384,385,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
385,386,0,1,0.225,0.1434624456306609,0,1,0,0.0,1,0,0,0,0,0,1
386,387,0,1,0.0125,0.0915427034024217,0,0,1,0.7,0,0,1,0,0,0,1
387,388,1,0,0.45,0.0253743101115454,0,1,0,0.0,0,0,0,1,0,0,1
388,389,0,1,0.35,0.0150863936703197,0,0,1,0.0,1,0,0,0,0,1,0
389,390,1,0,0.2125,0.023422440102965,0,1,0,0.0,0,0,0,1,1,0,0
390,391,1,1,0.45,0.2342244010296504,1,0,0,0.3,1,0,0,0,0,0,1
391,392,1,1,0.2625,0.0152163882128912,0,0,1,0.0,1,0,0,0,0,0,1
392,393,0,1,0.35,0.0154685698179998,0,0,1,0.2,1,0,0,0,0,0,1
393,394,1,0,0.2875,0.2210980752219471,1,0,0,0.1,0,0,0,1,1,0,0
394,395,1,0,0.3,0.032596229143293,0,0,1,0.2,1,0,0,0,0,0,1
395,396,0,1,0.275,0.0152163882128912,0,0,1,0.0,1,0,0,0,0,0,1
396,397,0,0,0.3875,0.0153303774213923,0,0,1,0.0,0,0,0,1,0,0,1
397,398,0,1,0.575,0.0507486202230909,0,1,0,0.0,1,0,0,0,0,0,1
398,399,0,1,0.2875,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
399,400,1,0,0.35,0.0246911556085423,0,1,0,0.0,1,0,0,0,0,0,1
400,401,1,1,0.4875,0.0154685698179998,0,0,1,0.0,1,0,0,0,0,0,1
401,402,0,1,0.325,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
402,403,0,0,0.2625,0.0191771228343026,0,0,1,0.1,0,0,0,1,0,0,1
403,404,0,1,0.35,0.0309371396359996,0,0,1,0.1,1,0,0,0,0,0,1
404,405,0,0,0.25,0.0169080739493278,0,0,1,0.0,0,0,0,1,0,0,1
405,406,0,1,0.425,0.0409892701801888,0,1,0,0.1,1,0,0,0,0,0,1
406,407,0,1,0.6375,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,0,1
407,408,1,1,0.0375,0.0365975626608828,0,1,0,0.2,0,0,1,0,0,0,1
408,409,0,1,0.2625,0.0151757893167127,0,0,1,0.0,1,0,0,0,0,0,1
409,410,0,0,0.35,0.0497076879475149,0,0,1,0.4,0,0,0,1,0,0,1
410,411,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
411,412,0,1,0.35,0.013386510079847,0,0,1,0.0,1,0,0,0,0,1,0
412,413,1,0,0.4125,0.1756683007722378,1,0,0,0.1,0,0,0,1,0,1,0
413,414,0,1,0.35,0.0,0,1,0,0.0,1,0,0,0,0,0,1
414,415,1,1,0.55,0.0154685698179998,0,0,1,0.0,1,0,0,0,0,0,1
415,416,0,0,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
416,417,1,0,0.425,0.0634357752788636,0,1,0,0.2,1,0,0,0,0,0,1
417,418,1,0,0.225,0.0253743101115454,0,1,0,0.2,0,0,0,1,0,0,1
418,419,0,1,0.375,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
419,420,0,0,0.125,0.0471376607072171,0,0,1,0.2,0,0,0,1,0,0,1
420,421,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,1,0,0
421,422,0,1,0.2625,0.0150943963373549,0,0,1,0.0,1,0,0,0,0,1,0
422,423,0,1,0.3625,0.0153709763175708,0,0,1,0.0,1,0,0,0,0,0,1
423,424,0,0,0.35,0.028106928123558,0,0,1,0.2,1,0,0,0,0,0,1
424,425,0,1,0.225,0.0394521725484317,0,0,1,0.2,1,0,0,0,0,0,1
425,426,0,1,0.35,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1
426,427,1,0,0.35,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
427,428,1,0,0.2375,0.0507486202230909,0,1,0,0.0,1,0,0,0,0,0,1
428,429,0,1,0.35,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0
429,430,1,1,0.4,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
430,431,1,1,0.35,0.0518221487278101,1,0,0,0.0,1,0,0,0,0,0,1
431,432,1,0,0.35,0.0314251071381447,0,0,1,0.1,1,0,0,0,0,0,1
432,433,1,0,0.525,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
433,434,0,1,0.2125,0.0139070738111354,0,0,1,0.0,1,0,0,0,0,0,1
434,435,0,1,0.625,0.1091095334796455,1,0,0,0.1,1,0,0,0,0,0,1
435,436,1,0,0.175,0.2342244010296504,1,0,0,0.3,0,0,0,1,0,0,1
436,437,0,0,0.2625,0.0670955315449519,0,0,1,0.4,0,0,0,1,0,0,1
437,438,1,0,0.3,0.0365975626608828,0,1,0,0.5,1,0,0,0,0,0,1
438,439,0,1,0.8,0.5133418122566505,1,0,0,0.5,1,0,0,0,0,0,1
439,440,0,1,0.3875,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
440,441,1,0,0.5625,0.051236587725236,0,1,0,0.2,1,0,0,0,0,0,1
441,442,0,1,0.25,0.0185427650815139,0,0,1,0.0,1,0,0,0,0,0,1
442,443,0,1,0.3125,0.0151757893167127,0,0,1,0.1,1,0,0,0,0,0,1
443,444,1,0,0.35,0.0253743101115454,0,1,0,0.0,0,1,0,0,0,0,1
444,445,1,1,0.35,0.0158345454446086,0,0,1,0.0,1,0,0,0,0,0,1
445,446,1,1,0.05,0.1597767607233786,1,0,0,0.2,0,0,1,0,0,0,1
446,447,1,0,0.1625,0.0380614651673182,0,1,0,0.1,0,0,0,1,0,0,1
447,448,1,1,0.425,0.0518221487278101,1,0,0,0.0,1,0,0,0,0,0,1
448,449,1,0,0.0625,0.0375896981862443,0,0,1,0.3,0,0,0,1,1,0,0
449,450,1,1,0.65,0.0595320352617028,1,0,0,0.0,1,0,0,0,0,0,1
450,451,0,1,0.45,0.0541643927381066,0,1,0,0.3,1,0,0,0,0,0,1
451,452,0,1,0.35,0.0389724029003226,0,0,1,0.1,1,0,0,0,0,0,1
452,453,0,1,0.375,0.0541643927381066,1,0,0,0.0,1,0,0,0,1,0,0
453,454,1,1,0.6125,0.1739198156185515,1,0,0,0.1,1,0,0,0,1,0,0
454,455,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
455,456,1,1,0.3625,0.0154115752137492,0,0,1,0.0,1,0,0,0,1,0,0
456,457,0,1,0.8125,0.0518221487278101,1,0,0,0.0,1,0,0,0,0,0,1
457,458,1,0,0.35,0.101228858320002,1,0,0,0.1,1,0,0,0,0,0,1
458,459,1,0,0.625,0.0204946350900944,0,1,0,0.0,0,0,0,1,0,0,1
459,460,0,1,0.35,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0
460,461,1,1,0.6,0.0518221487278101,1,0,0,0.0,1,0,0,0,0,0,1
461,462,0,1,0.425,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
462,463,0,1,0.5875,0.0751469953303461,1,0,0,0.0,1,0,0,0,0,0,1
463,464,0,1,0.6,0.0253743101115454,0,1,0,0.0,1,0,0,0,0,0,1
464,465,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
465,466,0,1,0.475,0.0137606835604919,0,0,1,0.0,1,0,0,0,0,0,1
466,467,0,1,0.35,0.0,0,1,0,0.0,1,0,0,0,0,0,1
467,468,0,1,0.7,0.0518221487278101,1,0,0,0.0,1,0,0,0,0,0,1
468,469,0,1,0.35,0.0150781958162837,0,0,1,0.0,1,0,0,0,0,1,0
469,470,1,0,0.009375,0.0375896981862443,0,0,1,0.3,0,0,0,1,1,0,0
470,471,0,1,0.35,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1
471,472,0,1,0.475,0.0169080739493278,0,0,1,0.0,1,0,0,0,0,0,1
472,473,1,0,0.4125,0.0541643927381066,0,1,0,0.3,1,0,0,0,0,0,1
473,474,1,0,0.2875,0.0269196055973385,0,1,0,0.0,1,0,0,0,1,0,0
474,475,0,0,0.275,0.0192015212094098,0,0,1,0.0,0,0,0,1,0,0,1
475,476,0,1,0.35,0.1014972404461818,1,0,0,0.0,1,0,0,0,0,0,1
476,477,0,1,0.425,0.0409892701801888,0,1,0,0.1,1,0,0,0,0,0,1
477,478,0,1,0.3625,0.0137524857064559,0,0,1,0.1,1,0,0,0,0,0,1
478,479,0,1,0.275,0.0146796239605316,0,0,1,0.0,1,0,0,0,0,0,1
479,480,1,0,0.025,0.0239836027304319,0,0,1,0.1,0,0,0,1,0,0,1
480,481,0,1,0.1125,0.0915427034024217,0,0,1,0.7,0,0,1,0,0,0,1
481,482,0,1,0.35,0.0,0,1,0,0.0,1,0,0,0,0,0,1
482,483,0,1,0.625,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
483,484,1,0,0.7875,0.0187135537072647,0,0,1,0.0,1,0,0,0,0,0,1
484,485,1,1,0.3125,0.1777747588854978,1,0,0,0.1,1,0,0,0,1,0,0
485,486,0,0,0.35,0.0497076879475149,0,0,1,0.4,0,0,0,1,0,0,1
486,487,1,0,0.4375,0.1756683007722378,1,0,0,0.1,1,0,0,0,0,0,1
487,488,0,1,0.725,0.0579705392548384,1,0,0,0.0,1,0,0,0,1,0,0
488,489,0,1,0.375,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
489,490,1,1,0.1125,0.0310347331364286,0,0,1,0.2,0,0,1,0,0,0,1
490,491,0,1,0.35,0.0389724029003226,0,0,1,0.1,1,0,0,0,0,0,1
491,492,0,1,0.2625,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1
492,493,0,1,0.6875,0.0595320352617028,1,0,0,0.0,1,0,0,0,0,0,1
493,494,0,1,0.8875,0.0966257632787668,1,0,0,0.0,1,0,0,0,1,0,0
494,495,0,1,0.2625,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
495,496,0,1,0.35,0.0282207221450582,0,0,1,0.0,1,0,0,0,1,0,0
496,497,1,0,0.675,0.1527664244005612,1,0,0,0.1,0,0,0,1,1,0,0
497,498,0,1,0.35,0.0294732371295643,0,0,1,0.0,1,0,0,0,0,0,1
498,499,0,0,0.3125,0.2958058998003627,1,0,0,0.3,1,0,0,0,0,0,1
499,500,0,1,0.3,0.0152163882128912,0,0,1,0.0,1,0,0,0,0,0,1
500,501,0,1,0.2125,0.0169080739493278,0,0,1,0.0,1,0,0,0,0,0,1
501,502,0,0,0.2625,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0
502,503,0,0,0.35,0.0148912066694617,0,0,1,0.0,0,0,0,1,0,1,0
503,504,0,0,0.4625,0.0187135537072647,0,0,1,0.0,0,0,0,1,0,0,1
504,505,1,0,0.2,0.1688367557422063,1,0,0,0.0,0,0,0,1,0,0,1
505,506,0,1,0.225,0.2125586439344078,1,0,0,0.1,1,0,0,0,1,0,0
506,507,1,0,0.4125,0.0507486202230909,0,1,0,0.2,1,0,0,0,0,0,1
507,508,1,1,0.35,0.0518221487278101,1,0,0,0.0,1,0,0,0,0,0,1
508,509,0,1,0.35,0.0439658719432739,0,0,1,0.0,1,0,0,0,0,0,1
509,510,1,1,0.325,0.1102724576307577,0,0,1,0.0,1,0,0,0,0,0,1
510,511,1,1,0.3625,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0
511,512,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
512,513,1,1,0.45,0.0513097828505578,1,0,0,0.0,1,0,0,0,0,0,1
513,514,1,0,0.675,0.1159410785096769,1,0,0,0.1,1,0,0,0,1,0,0
514,515,0,1,0.3,0.0146308272103171,0,0,1,0.0,1,0,0,0,0,0,1
515,516,0,1,0.5875,0.0664041791879127,1,0,0,0.0,1,0,0,0,0,0,1
516,517,1,0,0.425,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
517,518,0,1,0.35,0.0471376607072171,0,0,1,0.0,1,0,0,0,0,1,0
518,519,1,0,0.45,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
519,520,0,1,0.4,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
520,521,1,0,0.375,0.1824998458022693,1,0,0,0.0,0,0,0,1,0,0,1
521,522,0,1,0.275,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
522,523,0,1,0.35,0.0141022608119935,0,0,1,0.0,1,0,0,0,1,0,0
523,524,1,0,0.55,0.1131678616014859,1,0,0,0.1,1,0,0,0,1,0,0
524,525,0,1,0.35,0.0141104586660295,0,0,1,0.0,1,0,0,0,1,0,0
525,526,0,1,0.50625,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0
526,527,1,0,0.625,0.0204946350900944,0,1,0,0.0,0,0,0,1,0,0,1
527,528,0,1,0.35,0.4328841690069588,1,0,0,0.0,1,0,0,0,0,0,1
528,529,0,1,0.4875,0.0154685698179998,0,0,1,0.0,1,0,0,0,0,0,1
529,530,0,1,0.2875,0.0224465050986748,0,1,0,0.3,1,0,0,0,0,0,1
530,531,1,0,0.025,0.0507486202230909,0,1,0,0.2,0,0,0,1,0,0,1
531,532,0,1,0.35,0.0141104586660295,0,0,1,0.0,1,0,0,0,1,0,0
532,533,0,1,0.2125,0.0141104586660295,0,0,1,0.2,1,0,0,0,1,0,0
533,534,1,0,0.35,0.0436404952128436,0,0,1,0.2,1,0,0,0,1,0,0
534,535,0,0,0.375,0.0169080739493278,0,0,1,0.0,0,0,0,1,0,0,1
535,536,1,0,0.0875,0.051236587725236,0,1,0,0.2,0,0,0,1,0,0,1
536,537,0,1,0.5625,0.0518221487278101,1,0,0,0.0,1,0,0,0,0,0,1
537,538,1,0,0.375,0.2077277656631712,1,0,0,0.0,0,0,0,1,1,0,0
538,539,0,1,0.35,0.028302115124416,0,0,1,0.0,1,0,0,0,0,0,1
539,540,1,0,0.275,0.0966175654247308,1,0,0,0.2,0,0,0,1,1,0,0
540,541,1,0,0.45,0.1385827706092098,1,0,0,0.2,0,0,0,1,0,0,1
541,542,0,0,0.1125,0.0610447345183526,0,0,1,0.6,0,0,0,1,0,0,1
542,543,0,0,0.1375,0.0610447345183526,0,0,1,0.6,0,0,0,1,0,0,1
543,544,1,1,0.4,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
544,545,0,1,0.625,0.2077277656631712,1,0,0,0.1,1,0,0,0,1,0,0
545,546,0,1,0.8,0.0507486202230909,1,0,0,0.0,1,0,0,0,0,0,1
546,547,1,0,0.2375,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
547,548,1,1,0.35,0.027057797993946,0,1,0,0.0,1,0,0,0,1,0,0
548,549,0,1,0.4125,0.0400621319261131,0,0,1,0.2,1,0,0,0,0,0,1
549,550,1,1,0.1,0.0717312228153304,0,1,0,0.2,0,0,1,0,0,0,1
550,551,1,1,0.2125,0.2164297877224253,1,0,0,0.2,1,0,0,0,1,0,0
551,552,0,1,0.3375,0.0507486202230909,0,1,0,0.0,1,0,0,0,0,0,1
552,553,0,1,0.35,0.0152815806711778,0,0,1,0.0,1,0,0,0,0,1,0
553,554,1,1,0.275,0.0141022608119935,0,0,1,0.0,1,0,0,0,1,0,0
554,555,1,0,0.275,0.0151757893167127,0,0,1,0.0,0,0,0,1,0,0,1
555,556,0,1,0.775,0.0518221487278101,1,0,0,0.0,1,0,0,0,0,0,1
556,557,1,0,0.6,0.0772940523397846,1,0,0,0.1,1,0,0,0,1,0,0
557,558,0,1,0.35,0.4440992237022602,1,0,0,0.0,1,0,0,0,1,0,0
558,559,1,0,0.4875,0.1554664461834305,1,0,0,0.2,1,0,0,0,0,0,1
559,560,1,0,0.45,0.0339625381492993,0,0,1,0.1,1,0,0,0,0,0,1
560,561,0,1,0.35,0.0151269925664982,0,0,1,0.0,1,0,0,0,0,1,0
561,562,0,1,0.5,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
562,563,0,1,0.35,0.0263502451158356,0,1,0,0.0,1,0,0,0,0,0,1
563,564,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
564,565,0,0,0.35,0.0157125535690723,0,0,1,0.0,0,0,0,1,0,0,1
565,566,0,1,0.3,0.0471376607072171,0,0,1,0.2,1,0,0,0,0,0,1
566,567,0,1,0.2375,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
567,568,0,0,0.3625,0.0411356604308323,0,0,1,0.4,1,0,0,0,0,0,1
568,569,0,1,0.35,0.0141104586660295,0,0,1,0.0,1,0,0,0,1,0,0
569,570,1,1,0.4,0.0153303774213923,0,0,1,0.0,1,0,0,0,0,0,1
570,571,1,1,0.775,0.0204946350900944,0,1,0,0.0,1,0,0,0,0,0,1
571,572,1,0,0.6625,0.1004807065457131,1,0,0,0.2,1,0,0,0,0,0,1
572,573,1,1,0.45,0.0515049698514158,1,0,0,0.0,1,0,0,0,0,0,1
573,574,1,0,0.35,0.0151269925664982,0,0,1,0.0,0,0,0,1,0,1,0
574,575,0,1,0.2,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
575,576,0,1,0.2375,0.028302115124416,0,0,1,0.0,1,0,0,0,0,0,1
576,577,1,0,0.425,0.0253743101115454,0,1,0,0.0,0,0,0,1,0,0,1
577,578,1,0,0.4875,0.1091095334796455,1,0,0,0.1,1,0,0,0,0,0,1
578,579,0,0,0.35,0.0282207221450582,0,0,1,0.1,1,0,0,0,1,0,0
579,580,1,1,0.4,0.0154685698179998,0,0,1,0.0,1,0,0,0,0,0,1
580,581,1,0,0.3125,0.0585561002574126,0,1,0,0.2,0,0,0,1,0,0,1
581,582,1,0,0.4875,0.2164297877224253,1,0,0,0.2,1,0,0,0,1,0,0
582,583,0,1,0.675,0.0507486202230909,0,1,0,0.0,1,0,0,0,0,0,1
583,584,0,1,0.45,0.0783187840942893,1,0,0,0.0,1,0,0,0,1,0,0
584,585,0,1,0.35,0.0170056674497569,0,0,1,0.0,1,0,0,0,1,0,0
585,586,1,0,0.225,0.1554664461834305,1,0,0,0.2,0,0,0,1,0,0,1
586,587,0,1,0.5875,0.0292780501287063,0,1,0,0.0,1,0,0,0,0,0,1
587,588,1,1,0.75,0.1545881046795693,1,0,0,0.2,1,0,0,0,1,0,0
588,589,0,1,0.275,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
589,590,0,1,0.35,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
590,591,0,1,0.4375,0.0139070738111354,0,0,1,0.0,1,0,0,0,0,0,1
591,592,1,0,0.65,0.1527664244005612,1,0,0,0.1,1,0,0,0,1,0,0
592,593,0,1,0.5875,0.014151057562208,0,0,1,0.0,1,0,0,0,0,0,1
593,594,0,0,0.35,0.0151269925664982,0,0,1,0.2,0,0,0,1,0,1,0
594,595,0,1,0.4625,0.0507486202230909,0,1,0,0.1,1,0,0,0,0,0,1
595,596,0,1,0.45,0.0471376607072171,0,0,1,0.2,1,0,0,0,0,0,1
596,597,1,0,0.35,0.0644117102831538,0,1,0,0.0,0,0,0,1,0,0,1
597,598,0,1,0.6125,0.0,0,0,1,0.0,1,0,0,0,0,0,1
598,599,0,1,0.35,0.0141022608119935,0,0,1,0.0,1,0,0,0,1,0,0
599,600,1,1,0.6125,0.1111183980924764,1,0,0,0.1,1,0,0,0,1,0,0
600,601,1,0,0.3,0.0527004902316713,0,1,0,0.3,1,0,0,0,0,0,1
601,602,0,1,0.35,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
602,603,0,1,0.35,0.0827592883638098,1,0,0,0.0,1,0,0,0,0,0,1
603,604,0,1,0.55,0.0157125535690723,0,0,1,0.0,1,0,0,0,0,0,1
604,605,1,1,0.4375,0.0518221487278101,1,0,0,0.0,1,0,0,0,1,0,0
605,606,0,1,0.45,0.0303515786334255,0,0,1,0.1,1,0,0,0,0,0,1
606,607,0,1,0.375,0.0154115752137492,0,0,1,0.0,1,0,0,0,0,0,1
607,608,1,1,0.3375,0.0595320352617028,1,0,0,0.0,1,0,0,0,0,0,1
608,609,1,0,0.275,0.081157193460767,0,1,0,0.3,1,0,0,0,1,0,0
609,610,1,0,0.5,0.2995388511917728,1,0,0,0.0,0,0,0,1,0,0,1
610,611,0,0,0.4875,0.0610447345183526,0,0,1,0.6,1,0,0,0,0,0,1
611,612,0,1,0.35,0.0137606835604919,0,0,1,0.0,1,0,0,0,0,0,1
