rooms,bedrooms,population,households,value,inland
2538,494.0,1185.0,501,194400,0
1784,311.0,735.0,278,206700,0
1797,327.0,796.0,319,204500,0
410,76.0,252.0,82,175000,0
162,27.0,86.0,25,137500,0
9963,2031.0,5613.0,1946,187200,0
2361,458.0,1727.0,467,173600,0
862,167.0,407.0,183,163000,0
4335,808.0,2041.0,734,331600,0
1487,280.0,854.0,301,197600,0
3592,849.0,1907.0,746,197900,0
432,102.0,264.0,77,228100,0
1457,242.0,735.0,249,189500,0
1578,284.0,836.0,292,184200,0
2172,435.0,1377.0,408,180900,0
1340,245.0,789.0,248,172000,1
1116,199.0,662.0,226,177900,1
1885,307.0,853.0,271,173100,1
1180,212.0,664.0,200,172600,0
5267,1253.0,4065.0,1113,182100,0
1897,440.0,1109.0,418,179500,0
767,171.0,548.0,185,176000,0
691,127.0,431.0,149,192600,0
786,133.0,463.0,160,182700,0
5861,1516.0,5436.0,1463,134900,0
2784,723.0,2028.0,693,157600,0
4524,860.0,2426.0,862,190900,0
1468,304.0,1038.0,282,158200,0
1655,450.0,857.0,430,350000,0
1227,286.0,848.0,291,158200,0
1160,252.0,729.0,220,146100,0
952,172.0,369.0,159,226700,0
2072,352.0,1001.0,350,198700,0
2964,547.0,1472.0,527,221200,0
1032,173.0,453.0,176,208500,0
657,118.0,328.0,134,204200,0
1540,324.0,793.0,302,193200,0
1298,236.0,632.0,204,209500,1
1409,271.0,1002.0,281,164900,1
1151,216.0,727.0,215,187000,1
899,179.0,455.0,185,190400,1
1793,364.0,1534.0,346,156600,1
2485,518.0,1139.0,550,157300,0
1931,376.0,1175.0,337,168100,0
2329,465.0,1401.0,453,177600,0
6711,1374.0,3388.0,1289,208900,0
1939,356.0,841.0,364,169200,0
1642,346.0,705.0,351,163900,0
1619,293.0,1148.0,310,164700,0
517,108.0,391.0,107,156900,0
1570,274.0,992.0,249,168800,0
1213,221.0,790.0,243,174100,0
1826,309.0,1016.0,313,206500,0
2261,443.0,1039.0,395,203900,0
3666,711.0,2341.0,703,217000,0
1633,345.0,1382.0,338,159600,0
2155,522.0,1858.0,437,159800,0
1295,280.0,1156.0,300,154300,0
1295,295.0,1097.0,328,149600,1
1518,302.0,831.0,268,188600,1
3314,638.0,1873.0,602,238500,1
3009,497.0,1640.0,514,235300,0
2605,474.0,1568.0,433,261400,0
5159,832.0,3174.0,817,234400,0
1726,276.0,1186.0,310,231700,0
1816,365.0,1367.0,355,156300,0
2578,551.0,1680.0,528,222000,0
2576,418.0,1657.0,410,254400,0
1644,251.0,1033.0,267,244300,0
1606,240.0,1117.0,268,247000,0
3349,544.0,2003.0,488,236500,0
3475,686.0,2568.0,653,151400,0
1893,338.0,1461.0,344,213700,0
1727,302.0,1116.0,273,243600,0
6243,1273.0,3163.0,1274,212500,0
2077,383.0,1488.0,389,214700,0
1165,333.0,855.0,319,213200,0
4371,889.0,2530.0,817,256000,0
838,295.0,240.0,149,237500,0
3052,760.0,2097.0,728,178100,0
4313,717.0,2629.0,721,231800,1
385,94.0,295.0,92,147900,0
3046,678.0,2056.0,628,191700,0
4342,783.0,2172.0,789,247600,0
3575,597.0,1777.0,559,283500,0
4126,1031.0,2079.0,975,216900,0
2878,478.0,1276.0,485,282500,0
4405,717.0,2071.0,688,295600,0
16199,2993.0,8117.0,2847,281800,0
14917,2708.0,8012.0,2606,269800,0
5719,1064.0,3436.0,1057,231200,0
8647,1407.0,5019.0,1379,318300,0
8112,1376.0,4576.0,1348,253400,0
10648,1818.0,6075.0,1797,278200,0
1150,311.0,648.0,245,300000,0
14014,2861.0,7205.0,2753,273500,1
4332,857.0,2461.0,829,223400,0
1716,312.0,914.0,316,214500,0
4981,964.0,2841.0,924,220200,1
8444,1492.0,4446.0,1491,240300,1
3028,778.0,1531.0,736,158000,1
2068,532.0,1434.0,495,224200,0
1325,274.0,909.0,267,177200,1
2563,485.0,1174.0,501,216100,0
5505,1005.0,2641.0,971,269700,0
6462,1294.0,3288.0,1235,231200,0
3746,993.0,1606.0,838,162500,0
8918,1823.0,4518.0,1772,254000,0
1949,344.0,986.0,322,196200,0
4924,1247.0,3080.0,1182,189400,0
5133,1375.0,3386.0,1339,220800,0
6647,2098.0,4649.0,1903,213800,0
5674,748.0,2412.0,714,442900,0
10687,1540.0,4552.0,1520,333400,0
1354,192.0,596.0,220,352400,0
3715,526.0,1631.0,538,305300,0
2095,342.0,941.0,304,259600,0
3517,645.0,1724.0,585,248900,0
2537,382.0,1067.0,410,356000,0
5106,1207.0,2738.0,1108,236000,0
2215,475.0,1278.0,492,218800,0
2949,529.0,1538.0,545,228000,0
2375,652.0,1252.0,586,235900,1
2312,496.0,1344.0,467,203200,1
2277,420.0,1353.0,413,197000,1
2506,387.0,1273.0,406,236400,1
2829,566.0,1610.0,540,223200,1
3179,703.0,2142.0,639,222700,1
2332,371.0,1285.0,404,225000,1
3584,715.0,1673.0,661,240100,1
3046,507.0,1772.0,516,227900,0
2414,415.0,1106.0,453,268600,0
4133,744.0,2023.0,749,275100,0
2791,495.0,1276.0,468,256300,0
6103,1249.0,3026.0,1134,332400,1
2572,406.0,1128.0,395,287600,1
1910,371.0,852.0,357,298900,1
1890,303.0,889.0,314,287600,1
5405,939.0,2831.0,923,222200,0
3761,623.0,1776.0,613,232600,1
3333,511.0,1671.0,504,258300,0
4925,948.0,2530.0,894,230900,0
3994,764.0,2721.0,763,196900,0
5811,1125.0,3215.0,1086,223500,0
4211,741.0,2352.0,734,223900,0
5532,973.0,2855.0,960,243500,0
28258,3864.0,12203.0,3701,451100,0
4909,577.0,1981.0,591,500001,0
7441,1588.0,3571.0,1466,193100,0
4314,676.0,1972.0,623,264400,0
2016,322.0,1105.0,357,246900,0
5377,744.0,2759.0,760,337300,0
9167,1373.0,4319.0,1404,284800,0
3087,532.0,1597.0,483,217300,0
3170,532.0,1446.0,515,291700,0
2145,369.0,1285.0,377,223800,0
4209,731.0,2568.0,703,223100,0
4247,835.0,2357.0,823,211300,0
4458,922.0,2998.0,890,218500,1
407,97.0,307.0,100,156300,1
6483,1068.0,3526.0,1060,248200,1
1867,343.0,1213.0,338,186000,1
2918,672.0,1911.0,639,178200,1
2316,478.0,1524.0,467,190400,1
1240,264.0,719.0,236,210300,1
4458,856.0,3038.0,870,208000,1
1746,437.0,1268.0,404,183300,1
4572,712.0,2346.0,709,245700,1
4280,673.0,2216.0,681,242200,1
6352,1390.0,3223.0,1316,181700,1
7477,1576.0,2937.0,1506,299400,1
4638,716.0,2302.0,687,219500,1
4377,668.0,2038.0,671,231800,1
3816,637.0,1935.0,642,221300,1
2806,459.0,1453.0,444,213800,1
4822,845.0,2288.0,805,206000,1
6473,1027.0,2484.0,970,271100,1
8072,1050.0,3386.0,1062,336500,1
1280,209.0,512.0,208,315600,1
3166,424.0,1081.0,400,500001,1
3742,555.0,1590.0,559,285400,0
7397,1137.0,3126.0,1115,323000,0
1655,223.0,706.0,219,291900,0
2456,582.0,793.0,456,225600,0
2179,308.0,926.0,299,259600,1
1804,254.0,831.0,260,262900,1
3631,547.0,1700.0,520,257300,1
2876,423.0,1395.0,427,259200,0
7490,1207.0,3329.0,1136,339700,1
2234,270.0,854.0,286,337200,1
1898,239.0,734.0,245,334100,1
4070,624.0,1543.0,577,311500,1
2244,301.0,937.0,324,296900,0
2948,471.0,1181.0,474,247900,0
2034,288.0,852.0,295,300400,1
2130,273.0,876.0,285,332400,1
9540,1294.0,3926.0,1229,389800,1
2702,680.0,1360.0,642,233000,1
522,116.0,161.0,102,238500,1
775,134.0,315.0,123,233300,0
1565,464.0,769.0,461,231300,1
1309,184.0,514.0,172,475800,1
5519,833.0,2444.0,825,393200,1
4337,800.0,1813.0,743,247200,1
1812,294.0,853.0,278,229400,1
4719,741.0,1895.0,742,282500,1
404,74.0,144.0,58,125000,1
4236,701.0,1833.0,663,300600,1
3634,664.0,1699.0,640,293200,1
1569,242.0,583.0,214,278500,1
13182,2074.0,4847.0,1950,352900,1
228,40.0,83.0,42,400000,1
127,23.0,51.0,21,375000,1
9621,1344.0,4389.0,1391,313700,1
6159,1510.0,2649.0,1241,139300,1
4290,554.0,1952.0,576,327500,1
1786,306.0,771.0,279,430600,1
1671,352.0,729.0,252,450000,1
5608,1049.0,2595.0,1067,200200,0
12070,2220.0,5826.0,2125,192400,1
494,81.0,254.0,85,418800,1
5533,943.0,2474.0,910,216800,1
3956,639.0,2222.0,662,215500,1
